emp_no,first_name,last_name,title,from_date,to_date,dept_name
280746,Taizo,Molenkamp,Senior Staff,4/16/1991,1/1/9999,Finance
280756,Nahum,Nitto,Senior Engineer,3/3/1991,1/1/9999,Production
280760,Rafail,Klassen,Engineer,4/23/1985,4/23/1993,Production
280764,Fumiyo,Minakawa,Senior Engineer,1/2/1994,1/1/9999,Production
280790,Ekawit,Baumann,Senior Engineer,9/30/1996,1/1/9999,Development
280796,Shigenori,Lundstrom,Engineer,6/13/1986,6/13/1993,Development
280799,Bartek,Feldmann,Senior Engineer,8/10/2001,1/1/9999,Production
280803,Zine,Dayana,Technique Leader,10/18/1987,1/1/9999,Development
280827,Kwangjo,Krybus,Senior Staff,8/16/1996,1/1/9999,Finance
280860,Gudjon,Syang,Senior Staff,12/25/1993,1/1/9999,Sales
280876,Saniya,Maginnis,Senior Engineer,3/4/1991,1/1/9999,Development
280883,Shao,Compeau,Technique Leader,8/21/1988,1/1/9999,Development
280900,Odinaldo,Ramsay,Engineer,6/29/1997,1/1/9999,Development
280908,Yunming,Segond,Engineer,6/15/1987,6/15/1994,Production
280910,Arve,Dehkordi,Staff,9/22/1998,1/1/9999,Sales
280917,Doowon,Melter,Senior Engineer,7/11/1988,1/1/9999,Development
280923,Uno,Silva,Senior Staff,6/3/1988,1/1/9999,Sales
280924,Sigeru,Merey,Senior Staff,4/20/1988,1/1/9999,Sales
280927,Zhenhua,Muniz,Senior Engineer,2/2/1995,1/1/9999,Quality Management
280929,Khue,Peot,Senior Staff,5/20/1999,1/1/9999,Marketing
280933,Jianhao,Dalphin,Staff,9/29/1985,9/29/1991,Development
280934,Gritta,Gils,Senior Engineer,2/11/1999,1/1/9999,Development
280941,Taisook,Furudate,Senior Engineer,3/8/1985,1/1/9999,Production
280949,Make,Setiz,Engineer,4/24/1985,4/24/1994,Production
280954,Raimond,Cappelletti,Senior Staff,9/9/1996,1/1/9999,Sales
280955,Mona,Anido,Senior Staff,2/20/1986,1/1/9999,Sales
280960,Serif,Brodal,Senior Engineer,12/16/1992,1/1/9999,Production
280961,Mingsen,Pesch,Senior Engineer,5/30/1991,1/1/9999,Production
280977,Frazer,Shokrollahi,Assistant Engineer,12/19/1996,1/1/9999,Development
280979,Remmert,Orsini,Staff,10/5/1998,1/1/9999,Sales
281009,Yongmao,Esteva,Technique Leader,7/8/1992,1/1/9999,Production
281042,Leaf,Makinen,Engineer,2/27/1985,2/27/1991,Development
281058,Miomir,Bressoud,Assistant Engineer,1/19/1999,1/1/9999,Development
281070,Chenye,Shanbhogue,Senior Staff,11/6/1992,1/1/9999,Sales
281071,Utpal,Bednarek,Senior Staff,11/26/1986,1/1/9999,Research
281074,Kendra,Xiaoshan,Engineer,10/7/1987,10/6/1993,Development
281079,Kamakshi,Schwartzburd,Assistant Engineer,10/1/1986,10/1/1994,Development
281083,Conrado,Emden,Senior Staff,1/23/1998,1/1/9999,Human Resources
281084,Sven,Bugaenko,Assistant Engineer,5/19/1990,5/18/1996,Production
281093,Anyuan,Legleitner,Senior Engineer,4/23/1992,1/1/9999,Development
281113,Sumali,Giaccio,Engineer,10/31/1999,1/1/9999,Development
281116,Kazuhira,Syrotiuk,Engineer,5/5/1985,5/5/1994,Production
281118,Munir,Leaver,Staff,7/10/1996,7/10/2002,Marketing
281137,Vugranam,Luca,Senior Staff,10/16/1992,1/1/9999,Marketing
281150,Masanao,Lichtner,Senior Staff,4/11/1985,1/1/9999,Sales
281159,Sakthirel,Bernardinello,Engineer,4/1/1997,1/1/9999,Development
281163,Mohammad,Giarratana,Senior Engineer,7/26/1997,1/1/9999,Development
281170,Abdulah,Dulli,Technique Leader,10/9/1994,1/1/9999,Production
281184,Hilari,Tagansky,Senior Engineer,6/13/1997,1/1/9999,Development
281188,Sedat,Heyers,Senior Staff,3/13/2000,1/1/9999,Sales
281195,Zengping,Undy,Senior Engineer,2/8/1997,1/1/9999,Development
281204,Quingbo,Azumi,Engineer,11/4/1986,11/4/1991,Production
281213,Kellyn,Staylopatis,Senior Engineer,11/24/2000,1/1/9999,Development
281217,Goh,Mayerwieser,Senior Staff,1/25/1997,1/1/9999,Human Resources
281225,Lubomir,Waymire,Senior Staff,9/11/2001,1/1/9999,Research
281234,Harngdar,Falby,Technique Leader,6/10/1986,1/1/9999,Production
281244,Marke,Vural,Technique Leader,5/26/1995,1/1/9999,Production
281249,Sudharsan,Hasham,Staff,4/28/1985,4/28/1992,Research
281259,Marek,Feinberg,Staff,4/26/1988,4/26/1997,Sales
281261,Shuichi,Molberg,Senior Staff,7/31/1997,1/1/9999,Sales
281268,Yinlin,Assaf,Senior Staff,2/6/1985,1/1/9999,Marketing
281282,Mohd,Fadgyas,Senior Staff,6/11/1997,1/1/9999,Human Resources
281288,Nikolaos,Menyhert,Senior Staff,10/30/1995,1/1/9999,Research
281293,Chikara,Bednarek,Staff,9/4/1988,9/4/1997,Sales
281299,Jianhui,Herber,Engineer,8/9/1986,8/9/1994,Development
281303,Nadjib,Wolniewicz,Senior Staff,3/28/1991,1/1/9999,Customer Service
281345,Giordano,Beetstra,Senior Staff,1/12/1988,1/1/9999,Sales
281347,Lakshmi,Luby,Engineer,12/27/1985,12/27/1992,Production
281358,Kamran,Poupard,Technique Leader,6/23/1985,1/1/9999,Production
281364,Masami,Majewski,Engineer,10/8/1997,1/1/9999,Production
281369,Teruyuki,Dalton,Senior Engineer,12/30/1993,1/1/9999,Quality Management
281378,Denny,Denos,Senior Engineer,2/4/1992,1/1/9999,Development
281380,Karlis,Grandbois,Technique Leader,11/14/1986,1/1/9999,Production
281385,Georgi,Oxenboll,Senior Staff,9/4/1996,1/1/9999,Sales
281398,Randy,Poujol,Senior Engineer,8/6/1990,1/1/9999,Development
281400,Kristen,Lores,Senior Engineer,8/18/1987,1/1/9999,Development
281413,Kersti,Monarch,Senior Staff,7/24/1993,1/1/9999,Human Resources
281414,Giri,Kusakari,Senior Staff,12/11/1991,1/1/9999,Human Resources
281416,Sadun,Kuzuoka,Senior Staff,1/31/1997,1/1/9999,Sales
281423,Sajjad,Schwabacher,Senior Engineer,6/24/1998,1/1/9999,Production
281434,Hideyuki,Zaumen,Engineer,8/5/1987,8/4/1993,Production
281439,Tzu,Radivojevic,Senior Engineer,1/30/1999,1/1/9999,Production
281455,Abdelkader,Demir,Senior Engineer,4/7/1986,1/1/9999,Development
281458,Niranjan,Biron,Senior Staff,11/7/1988,1/1/9999,Sales
281462,Katsuo,Shiratori,Staff,12/15/1996,1/1/9999,Sales
281467,Gennady,Brandsma,Senior Staff,3/16/1985,1/1/9999,Human Resources
281483,Cathie,Wossner,Senior Engineer,2/7/1985,1/1/9999,Quality Management
281484,Mooi,Pardalos,Senior Engineer,9/25/1992,1/1/9999,Development
281488,Xiadong,Bruckman,Senior Engineer,6/27/1988,1/1/9999,Development
281505,Babette,Baer,Senior Staff,1/21/1986,1/1/9999,Sales
281510,Douadi,Demian,Senior Staff,4/10/1999,1/1/9999,Sales
281519,Mingzeng,Bruckman,Engineer,3/24/1985,3/24/1992,Production
281520,Jeanna,Wrigley,Senior Staff,9/14/1992,1/1/9999,Sales
281540,Karoline,Gelosh,Senior Staff,12/17/1994,1/1/9999,Finance
281547,Vidar,Baez,Senior Staff,5/26/2001,1/1/9999,Customer Service
281548,Yishay,Lichtner,Senior Staff,4/10/1992,1/1/9999,Sales
281571,Leah,Merli,Senior Engineer,2/12/1994,1/1/9999,Production
281574,Rasikan,Benantar,Senior Engineer,5/14/1987,1/1/9999,Development
281586,Akeel,Jiang,Engineer,2/19/1999,1/1/9999,Development
281590,Tooru,Heydon,Senior Staff,3/23/1991,1/1/9999,Sales
281606,Lakshmi,Farris,Senior Staff,9/22/1994,1/1/9999,Finance
281617,Byong,Argence,Staff,1/21/1987,1/21/1992,Human Resources
281628,Vasilii,Peck,Senior Engineer,2/19/1992,1/1/9999,Quality Management
281643,Bingning,Schrooten,Senior Staff,6/17/1996,1/1/9999,Customer Service
281674,Xiping,Ebeling,Senior Staff,11/14/1993,1/1/9999,Research
281697,Nirmal,Rusterholz,Senior Staff,7/10/1990,1/1/9999,Customer Service
281699,Filipe,Penz,Staff,6/28/1996,6/28/2002,Research
281700,Tse,Swick,Engineer,9/25/1994,9/25/1999,Quality Management
281706,Sangeeta,Vecchio,Senior Engineer,10/9/1994,1/1/9999,Quality Management
281708,Amabile,Whitcomb,Staff,4/4/1997,1/1/9999,Customer Service
281716,Arumugam,Collavizza,Technique Leader,6/4/1999,1/1/9999,Production
281730,Jordanka,Axelband,Senior Staff,2/19/1992,1/1/9999,Research
281743,Mitchel,Beeson,Senior Engineer,8/27/2000,1/1/9999,Development
281746,Navid,Straney,Engineer,12/10/1987,12/9/1993,Production
281750,Mohamadou,Laventhal,Senior Staff,7/9/1994,1/1/9999,Sales
281753,Gio,Loncour,Staff,1/27/1988,1/26/1993,Human Resources
281760,Fumiyo,Cronau,Staff,2/3/1985,2/3/1993,Sales
281762,Nathalie,Tiemann,Engineer,10/12/1997,1/1/9999,Development
281768,Eckart,Beausoleil,Staff,4/15/1990,4/15/1998,Sales
281776,Radoslaw,Nilsson,Senior Staff,2/17/1996,1/1/9999,Sales
281781,Alois,Journel,Engineer,5/19/1995,5/18/2001,Production
281817,Turgut,Chiodo,Engineer,4/13/1987,4/13/1995,Development
281864,Howell,Dymetman,Engineer,8/26/1985,8/26/1993,Production
281872,Tuval,Siprelle,Senior Engineer,4/23/1997,1/1/9999,Development
281877,Mana,Murthy,Senior Engineer,2/28/1993,1/1/9999,Development
281906,Phuoc,Orlowska,Senior Engineer,1/11/1990,1/1/9999,Development
281928,Lidong,Gewali,Staff,3/1/1988,3/1/1993,Sales
281935,Kasturi,Munke,Engineer,7/11/1996,1/1/9999,Development
281939,Demos,Biran,Engineer,7/9/1990,7/9/1997,Development
281942,Samphel,Byoun,Engineer,4/5/1987,4/5/1994,Production
281956,Jessie,Bardell,Senior Staff,7/12/1994,1/1/9999,Customer Service
281968,Byong,Mayerwieser,Engineer,2/27/1997,1/1/9999,Development
281971,Horward,Desikan,Staff,5/20/1991,5/19/2000,Sales
281975,Marl,Bondorf,Engineer,10/7/1986,10/6/1992,Production
281981,Youssef,Ishibashi,Staff,10/18/1988,10/18/1993,Sales
282002,Franziska,Eickenmeyer,Staff,3/24/1985,3/24/1994,Sales
282005,Volkmar,Tsukune,Staff,9/18/1986,9/17/1992,Human Resources
282013,Ottavia,Hiyoshi,Engineer,5/7/1999,1/1/9999,Development
282018,Xuejia,Luef,Senior Engineer,6/11/1992,1/1/9999,Production
282023,Piyush,Trogemann,Staff,7/30/1988,7/30/1997,Marketing
282036,Oguz,Ranum,Staff,8/7/1985,8/7/1992,Sales
282042,Masaki,Benzaken,Senior Engineer,5/3/2001,1/1/9999,Development
282044,Shai,Kilgore,Senior Staff,10/2/1997,1/1/9999,Sales
282045,Ewing,Rahimi,Senior Staff,2/13/1994,1/1/9999,Human Resources
282056,Sukumar,Litecky,Engineer,7/23/1987,7/22/1992,Production
282063,Hongzhu,Selenyi,Engineer,11/18/1988,11/18/1996,Development
282079,Bogdan,Nitsche,Staff,6/19/1988,6/19/1994,Marketing
282084,Gil,Chinen,Senior Staff,1/5/1986,1/1/9999,Marketing
282092,Masasuke,Pehl,Engineer,3/6/1995,3/5/2000,Development
282093,Mizuhito,Reistad,Senior Engineer,1/17/2002,1/1/9999,Production
282096,Zvonko,Zobel,Staff,4/13/1987,4/13/1995,Sales
282112,Elgin,Peot,Senior Engineer,6/9/1992,1/1/9999,Development
282119,Foong,Aingworth,Senior Engineer,2/20/1995,1/1/9999,Development
282121,Barton,Alpin,Senior Staff,3/20/2000,1/1/9999,Human Resources
282123,Amalendu,Vecchio,Senior Engineer,10/14/1994,1/1/9999,Production
282126,Sungwon,Ginesta,Senior Engineer,4/13/1993,1/1/9999,Development
282128,Shrikanth,Schoegge,Senior Engineer,2/10/1993,1/1/9999,Production
282129,Fumiya,Varman,Staff,3/15/1987,3/14/1993,Research
282133,Marek,Brickell,Staff,6/25/1999,1/1/9999,Sales
282204,Ulises,Schneeberger,Staff,9/27/1988,9/27/1993,Marketing
282221,Soenke,Kriebel,Engineer,6/5/1986,6/5/1995,Production
282223,Shigehito,Yeung,Technique Leader,2/15/1989,1/1/9999,Production
282230,Zejun,Poehlman,Senior Engineer,12/3/1995,1/1/9999,Production
282251,Anoosh,Valtorta,Staff,9/15/1986,9/14/1992,Sales
282252,Yurij,Andreotta,Assistant Engineer,9/24/1986,9/24/1994,Production
282261,Huai,Jumpertz,Senior Staff,9/30/1998,1/1/9999,Human Resources
282270,Val,Giarratana,Engineer,4/5/1986,4/5/1994,Production
282273,Sachem,Matzen,Senior Engineer,12/22/1992,1/1/9999,Development
282290,Otmar,Ozeki,Senior Staff,8/3/1991,1/1/9999,Marketing
282295,Barton,Wegerle,Senior Engineer,6/8/1993,1/1/9999,Development
282314,Bilhanan,Karcich,Senior Engineer,8/31/1993,1/1/9999,Development
282317,Taegyun,Llado,Engineer,7/14/1997,1/1/9999,Development
282329,Kazuhito,Lamba,Senior Engineer,6/14/1995,1/1/9999,Production
282347,Shuky,Radivojevic,Staff,1/23/1987,1/23/1995,Sales
282348,Saddek,Oxenboll,Technique Leader,11/19/1985,1/1/9999,Development
282362,Siddarth,Lyonns,Engineer,2/19/1996,1/1/9999,Production
282392,Wonhee,Hooghiemstra,Engineer,2/14/1997,2/14/2002,Production
282402,Shir,Mukaidono,Senior Staff,5/31/1995,1/1/9999,Customer Service
282408,Shaowen,Beilner,Senior Staff,8/18/1987,1/1/9999,Finance
282410,Arvin,Marzano,Senior Staff,1/26/1994,1/1/9999,Customer Service
282446,Freyja,Kinley,Engineer,1/14/1999,1/1/9999,Production
282459,Rasiah,McFarlin,Senior Engineer,11/10/1991,1/1/9999,Production
282470,Chrisa,Pagter,Engineer,12/7/1988,12/7/1993,Quality Management
282485,Aamer,Strandh,Engineer,3/14/1986,3/14/1991,Production
282488,Jianhao,Keirsey,Engineer,11/26/1986,11/26/1994,Quality Management
282501,Kristinn,Rande,Senior Staff,11/29/1986,1/1/9999,Sales
282504,Harngdar,Pavlopoulou,Senior Staff,4/26/1987,1/1/9999,Marketing
282508,Juyoung,Merel,Assistant Engineer,5/4/1985,5/4/1993,Development
282519,Boguslaw,Sundgren,Engineer,6/28/1985,6/28/1993,Quality Management
282531,Marko,Laventhal,Senior Staff,12/23/2000,1/1/9999,Marketing
282540,Randi,Marakhovsky,Staff,3/24/1985,3/24/1990,Sales
282552,Yakkov,Koshino,Staff,7/16/1994,7/16/1999,Marketing
282572,Martien,Zolotykh,Engineer,12/21/1990,12/20/1996,Production
282578,Fun,Servi,Senior Staff,2/5/1993,1/1/9999,Customer Service
282587,Jiann,Molenkamp,Engineer,12/21/1987,12/21/1995,Production
282598,Adly,Gonthier,Senior Engineer,1/2/2000,1/1/9999,Quality Management
282630,Adin,Gimbel,Senior Engineer,3/5/1993,1/1/9999,Production
282633,Boriana,Poulakidas,Senior Engineer,7/10/1995,1/1/9999,Production
282638,Sangeeta,DeMori,Senior Staff,4/19/1985,1/1/9999,Finance
282644,Alois,Deverell,Senior Staff,12/2/1996,1/1/9999,Sales
282668,Kazuhira,Erol,Staff,7/9/1992,7/9/2000,Human Resources
282670,Becky,Nollmann,Senior Engineer,10/9/1992,1/1/9999,Development
282683,Danny,Biran,Staff,10/28/1987,10/28/1994,Marketing
282705,Piyush,Pulkowski,Senior Engineer,4/5/1985,1/1/9999,Development
282707,Mrinalini,Thombley,Senior Engineer,2/2/1995,1/1/9999,Production
282713,Sedat,Hertweck,Senior Engineer,6/12/1998,1/1/9999,Production
282743,Becky,Paludetto,Senior Staff,1/24/1994,1/1/9999,Sales
282753,Tonia,Ghandeharizadeh,Senior Staff,4/3/1994,1/1/9999,Sales
282764,Marjo,Tokunaga,Senior Staff,10/16/1998,1/1/9999,Marketing
282776,Kenroku,Angelopoulos,Senior Staff,4/7/1994,1/1/9999,Marketing
282789,Sudhanshu,Kragelund,Engineer,8/7/1993,8/7/1999,Production
282792,Iara,Luff,Staff,5/8/1992,5/9/1999,Customer Service
282801,Tua,Plump,Engineer,11/25/1986,11/25/1994,Production
282810,Zeljko,Merks,Senior Staff,1/29/1994,1/1/9999,Sales
282817,Kazuhito,Kilgore,Senior Staff,8/5/1990,1/1/9999,Human Resources
282820,Leucio,Pietracaprina,Engineer,5/30/1988,5/30/1993,Quality Management
282824,Cordelia,Luon,Senior Engineer,8/22/1997,1/1/9999,Development
282834,Bodo,Reeken,Senior Staff,3/16/2002,1/1/9999,Customer Service
282838,Toong,Adachi,Senior Staff,7/30/1990,1/1/9999,Finance
282841,Alejandra,Schwabacher,Staff,10/16/1988,10/16/1996,Sales
282861,Masami,Paludetto,Senior Staff,2/12/1995,1/1/9999,Customer Service
282876,Aloke,Standera,Staff,4/1/1999,1/1/9999,Finance
282893,Shugo,Azevdeo,Staff,11/2/1987,11/2/1995,Research
282899,Poorav,Veldwijk,Engineer,6/4/1987,6/4/1994,Development
282905,Dayanand,Escriba,Senior Staff,12/21/1988,1/1/9999,Human Resources
282909,Demin,Schapire,Engineer,12/16/1995,12/15/2000,Production
282915,Apostol,Iacovou,Engineer,9/8/1996,1/1/9999,Production
282917,Leszek,Seghrouchni,Senior Engineer,8/25/1991,1/1/9999,Production
282923,Constantine,Zschoche,Engineer,4/26/1986,4/25/1992,Production
282928,Aleksandar,Beilner,Senior Staff,3/8/1986,1/1/9999,Finance
282931,Visit,Ghandeharizadeh,Senior Engineer,7/6/1988,1/1/9999,Customer Service
282943,Ziyad,Feldmann,Senior Staff,12/22/1985,1/1/9999,Human Resources
282968,Baoqiu,Picci,Staff,9/9/1998,1/1/9999,Customer Service
282979,Shen,Steinauer,Assistant Engineer,8/30/1991,8/29/2000,Development
283003,Kotesh,Pollock,Senior Staff,11/9/1985,1/1/9999,Human Resources
283009,Mitchel,Erde,Senior Staff,1/5/1986,1/1/9999,Human Resources
283017,Wuxu,Beeson,Senior Staff,11/21/1987,1/1/9999,Human Resources
283019,Narain,Aingworth,Senior Engineer,5/9/1995,1/1/9999,Development
283022,Doowon,Chenney,Engineer,6/13/1988,6/14/1995,Development
283026,Khaled,Hegner,Senior Engineer,8/3/1991,1/1/9999,Production
283027,Radoslaw,Parfitt,Senior Engineer,4/21/1985,1/1/9999,Production
283048,Akeno,Ruemmler,Assistant Engineer,10/30/1991,10/30/1998,Development
283050,Juichirou,Kusalik,Staff,2/24/1992,2/23/2001,Sales
283052,Fumitake,Tempesti,Engineer,2/6/1987,2/6/1996,Development
283059,Kshitij,Bade,Engineer,2/24/1985,2/24/1991,Development
283062,Fun,Naumovich,Senior Engineer,8/29/1998,1/1/9999,Production
283070,Mark,Radivojevic,Senior Staff,7/28/1998,1/1/9999,Marketing
283071,Limsoon,Yeung,Senior Engineer,2/3/1985,1/1/9999,Development
283079,Lubomir,Kitai,Senior Staff,10/28/1999,1/1/9999,Human Resources
283082,Shahab,Vendrig,Engineer,9/26/1995,1/1/9999,Production
283088,Hiroyasu,Schwartzburd,Engineer,12/14/1998,1/1/9999,Quality Management
283096,Khosrow,Azulay,Senior Staff,2/17/1993,1/1/9999,Customer Service
283106,Ortrud,Munos,Staff,1/10/1988,1/10/1996,Finance
283110,Akeel,Leuchs,Senior Engineer,7/29/1993,1/1/9999,Development
283123,Youssef,Highland,Technique Leader,4/30/1990,1/1/9999,Development
283125,Rimli,Gire,Technique Leader,9/11/1990,1/1/9999,Development
283153,Kwangjo,Klyachko,Staff,6/1/1985,6/1/1990,Research
283156,Jacopo,Trogemann,Staff,6/5/1997,1/1/9999,Human Resources
283160,Marsha,Furedi,Senior Staff,9/11/1996,1/1/9999,Human Resources
283185,Fabrizio,Schapire,Senior Engineer,7/9/2002,1/1/9999,Development
283198,Serenella,Ranon,Engineer,12/20/1986,12/20/1995,Development
283199,Mitchel,Gadepally,Staff,8/27/1994,1/1/9999,Human Resources
283209,Abdelghani,Seiwald,Senior Staff,6/20/1993,1/1/9999,Sales
283215,Mabo,Chelton,Senior Engineer,3/14/1995,1/1/9999,Development
283224,Sanjiv,Berztiss,Engineer,4/17/1986,4/16/1992,Production
283225,Ult,Duclos,Staff,1/21/2000,1/1/9999,Sales
283227,Nagui,Sullins,Senior Staff,5/22/1991,1/1/9999,Marketing
283230,Radhia,Krupka,Staff,2/13/1992,2/13/1999,Customer Service
283237,Yinlin,Erdmenger,Engineer,7/16/1985,7/16/1992,Production
283243,Christoph,Kolinko,Senior Engineer,11/18/1994,1/1/9999,Production
283245,Huei,Beidas,Senior Staff,7/3/1988,1/1/9999,Research
283262,Chrisa,Cullers,Staff,1/28/1986,1/28/1992,Customer Service
283270,Val,Bade,Engineer,1/6/1994,1/6/2002,Quality Management
283289,Yechezkel,Akaboshi,Senior Staff,1/28/1997,1/1/9999,Sales
283292,Shaowei,Krogh,Engineer,10/24/1987,10/23/1992,Production
283303,Domenick,Baez,Senior Staff,2/6/2001,1/1/9999,Marketing
283306,Kendra,Giaccio,Assistant Engineer,2/28/1998,1/1/9999,Quality Management
283315,Make,Chimia,Senior Engineer,11/29/1994,1/1/9999,Research
283320,Eben,Cyre,Senior Staff,9/26/1996,1/1/9999,Human Resources
283323,Masami,Wiegley,Engineer,7/9/1988,7/9/1996,Production
283337,TRUE,Bernatsky,Senior Engineer,4/23/1994,1/1/9999,Development
283349,Elgin,Zolotykh,Engineer,3/15/1985,3/15/1994,Development
283356,Ingemar,Zirintsis,Engineer,9/13/1991,9/12/2000,Development
283375,Jovan,Pauthner,Staff,7/25/1997,1/1/9999,Customer Service
283382,Guozhong,Kleiser,Senior Engineer,11/4/1993,1/1/9999,Production
283393,Gladys,Fraisse,Senior Engineer,3/23/1995,1/1/9999,Production
283400,Shim,Polupanov,Staff,3/1/1986,3/1/1991,Research
283406,Zongyan,Leaver,Engineer,2/18/1987,2/18/1995,Quality Management
283409,Khalid,Pramanik,Staff,4/6/1998,1/1/9999,Marketing
283415,Serap,Melski,Senior Engineer,9/10/1998,1/1/9999,Production
283427,Iara,Heydon,Engineer,6/29/1987,6/29/1994,Development
283428,Ramachenga,Peot,Staff,6/25/1987,6/25/1994,Sales
283429,Odoardo,Narlikar,Engineer,11/11/1999,1/1/9999,Customer Service
283435,Takahiro,Schmezko,Senior Staff,4/29/2001,1/1/9999,Sales
283438,Heekeun,Nastansky,Engineer,12/27/1986,12/27/1993,Production
283442,Mohit,Cincotta,Staff,6/5/1989,6/5/1994,Marketing
283454,Debatosh,Massonet,Staff,2/10/1985,2/10/1994,Research
283486,Mokhtar,Kampfer,Senior Engineer,8/28/1992,1/1/9999,Production
283496,Kenroku,Flasterstein,Staff,5/15/1996,5/15/2002,Sales
283515,Sverrir,Naudin,Senior Staff,1/15/2001,1/1/9999,Customer Service
283529,Lucien,Ertl,Staff,5/26/1992,5/26/2001,Sales
283536,Yongqiao,Marwedel,Engineer,7/2/1998,1/1/9999,Development
283538,Lakshmi,Luders,Technique Leader,12/16/1994,1/1/9999,Production
283557,Hironobu,Teitelbaum,Staff,9/21/1998,1/1/9999,Sales
283559,Odoardo,Solovay,Staff,9/2/1992,9/2/1997,Research
283568,Abdulla,Zallocco,Staff,9/16/1987,9/15/1992,Customer Service
283601,Uno,Cunliffe,Senior Engineer,4/19/1991,1/1/9999,Development
283602,Jixiang,Rodham,Engineer,6/30/1999,1/1/9999,Production
283642,Mayuri,Hasenauer,Senior Engineer,2/21/1996,1/1/9999,Production
283649,Maren,Frolund,Engineer,6/5/1985,6/5/1994,Development
283653,Neelam,Camurati,Senior Staff,1/31/1992,1/1/9999,Sales
283673,Tadanori,Litecky,Senior Engineer,5/9/1993,1/1/9999,Production
283691,Licheng,Reinhart,Senior Engineer,5/15/1987,1/1/9999,Production
283698,Frazer,Delgrossi,Senior Staff,12/11/1997,1/1/9999,Marketing
283724,Phuoc,Suri,Senior Engineer,11/12/1985,1/1/9999,Development
283740,Stella,Selenyi,Staff,4/24/1989,4/24/1996,Sales
283757,Tonia,Bennet,Senior Engineer,2/12/1995,1/1/9999,Production
283762,Mitchel,Yetto,Senior Staff,9/13/1992,1/1/9999,Finance
283768,Mayuri,Boreale,Staff,4/11/1990,4/11/1997,Marketing
283770,Takahira,Bale,Senior Engineer,12/13/1985,1/1/9999,Quality Management
283777,Nectarios,Sridhar,Assistant Engineer,6/13/1986,6/13/1995,Production
283789,Navid,Piveteau,Staff,5/24/1988,5/24/1997,Customer Service
283804,Aran,Koprowski,Senior Engineer,3/4/1992,1/1/9999,Development
283805,Yechezkel,Kroha,Senior Engineer,10/20/1994,1/1/9999,Development
283810,Conor,Maliniak,Technique Leader,7/15/1998,1/1/9999,Development
283821,Jianwen,Schicker,Assistant Engineer,3/13/1996,1/1/9999,Development
283826,Yahiko,Kaelbling,Engineer,2/8/1988,2/7/1993,Production
283829,Along,Niizuma,Senior Staff,1/16/1988,1/1/9999,Sales
283830,Martina,Marwedel,Senior Staff,11/26/1992,1/1/9999,Customer Service
283833,Nikolaos,Etalle,Senior Engineer,9/3/1994,1/1/9999,Development
283840,Shuzo,Menyhert,Assistant Engineer,3/16/1999,1/1/9999,Production
283847,Fai,Barriga,Senior Staff,4/29/1985,1/1/9999,Sales
283848,Zeydy,Baaz,Engineer,5/27/1988,5/27/1994,Development
283854,Richara,Aloisi,Staff,5/22/1990,5/21/1996,Marketing
283855,Yuchang,Klassen,Engineer,11/14/1991,11/13/1996,Quality Management
283862,Martijn,Wroclawski,Staff,5/25/1995,1/1/9999,Finance
283871,Geraldo,Porotnikoff,Senior Staff,7/2/1998,1/1/9999,Sales
283899,Tsutomu,Salvesen,Senior Engineer,10/7/1995,1/1/9999,Production
283900,Shaunak,Gist,Engineer,3/1/1996,1/1/9999,Development
283920,Tomoyuki,Demian,Staff,6/25/1996,1/1/9999,Finance
283925,Adit,Selvestrel,Senior Staff,1/3/1999,1/1/9999,Human Resources
283934,Boutros,Emden,Engineer,4/12/1997,1/1/9999,Production
283948,Mats,Vanwelkenhuysen,Staff,9/23/1988,9/24/1995,Finance
283949,Ioana,Kroft,Staff,7/17/1987,7/17/1994,Sales
283950,Danco,Esposito,Senior Engineer,8/2/2000,1/1/9999,Production
283959,Heather,Comyn,Senior Engineer,1/27/1986,1/1/9999,Development
283972,Kwangho,Kenevan,Engineer,3/8/1985,3/8/1992,Quality Management
283980,Shahab,Herbst,Senior Engineer,3/6/1995,1/1/9999,Production
283988,Dhritiman,Swen,Staff,3/11/1997,1/1/9999,Finance
283991,Leon,Conia,Senior Staff,10/7/1987,1/1/9999,Human Resources
284010,Maia,Danley,Senior Engineer,1/2/2001,1/1/9999,Production
284028,Gererd,Engberts,Staff,2/2/1985,2/2/1994,Research
284030,Geraldo,Alvarado,Staff,7/7/1986,7/7/1991,Customer Service
284056,Tze,Ambroszkiewicz,Senior Engineer,5/27/2002,1/1/9999,Development
284067,Radhika,Gruenwald,Senior Engineer,12/22/1996,1/1/9999,Quality Management
284073,Kazunori,Marakhovsky,Senior Engineer,8/4/1992,1/1/9999,Production
284081,Deniz,Kampfer,Staff,2/17/1999,1/1/9999,Sales
284087,Anoosh,Sullins,Senior Engineer,6/10/1994,1/1/9999,Production
284088,Katsuyuki,DasSarma,Engineer,4/13/1999,1/1/9999,Development
284091,Jianhua,Kranzdorf,Staff,2/19/1988,2/18/1993,Customer Service
284099,Masali,Gluchowski,Senior Engineer,11/8/1995,1/1/9999,Development
284108,Jinxi,Kalloufi,Senior Engineer,12/13/2001,1/1/9999,Development
284118,Toshimo,Lorho,Senior Engineer,3/5/1994,1/1/9999,Development
284146,Jouni,Peot,Engineer,5/15/1985,5/15/1990,Production
284152,Katsuyuki,Acton,Senior Engineer,1/25/1999,1/1/9999,Development
